30002,Austin (Forest Pk-bound),-87.776812,41.870851,blue,Forest Park-bound,FALSE
30001,Austin (O'Hare-bound),-87.776812,41.870851,blue,O'Hare-bound,FALSE
30013,Belmont (O'Hare Branch) (Forest Pk-bound),-87.712359,41.938132,blue,Forest Park-bound,FALSE
30012,Belmont (O'Hare Branch) (O'Hare-bound),-87.712359,41.938132,blue,O'Hare-bound,FALSE
30015,Jackson/Dearborn (Forest Pk-bound),-87.629296,41.878183,blue,Forest Park-bound,FALSE
30014,Jackson/Dearborn (O'Hare-bound),-87.629296,41.878183,blue,O'Hare-bound,FALSE
30035,Oak Park (Forest Pk-bound),-87.791602,41.872108,blue,Forest Park-bound,FALSE
30034,Oak Park (O'Hare-bound),-87.791602,41.872108,blue,O'Hare-bound,FALSE
30043,Western (Forest Pk-bound),-87.688436,41.875478,blue,Forest Park-bound,FALSE
30042,Western (O'Hare-bound),-87.688436,41.875478,blue,O'Hare-bound,FALSE
30045,Cumberland (Forest Pk-bound),-87.838028,41.984246,blue,Forest Park-bound,FALSE
30044,Cumberland (O'Hare-bound),-87.838028,41.984246,blue,O'Hare-bound,FALSE
30049,Kedzie-Homan (Forest Pk-bound),-87.70604,41.874341,blue,Forest Park-bound,FALSE
30048,Kedzie-Homan (O'Hare-bound),-87.70604,41.874341,blue,O'Hare-bound,FALSE
30063,Division/Milwaukee (Forest Pk-bound),-87.666496,41.903355,blue,Forest Park-bound,FALSE
30062,Division/Milwaukee (O'Hare-bound),-87.666496,41.903355,blue,O'Hare-bound,FALSE
30069,UIC-Halsted (Forest Pk-bound),-87.649707,41.875474,blue,Forest Park-bound,FALSE
30068,UIC-Halsted (O'Hare-bound),-87.649707,41.875474,blue,O'Hare-bound,FALSE
30073,Washington/Dearborn (Forest Pk-bound),-87.62944,41.883164,blue,Forest Park-bound,FALSE
30072,Washington/Dearborn (O'Hare-bound),-87.62944,41.883164,blue,O'Hare-bound,FALSE
30374,Clark/Lake (Forest Pk-bound),-87.630886,41.885737,blue,Forest Park-bound,FALSE
30375,Clark/Lake (O'Hare-bound),-87.630886,41.885737,blue,O'Hare-bound,FALSE
30085,Clinton (Forest Pk-bound),-87.640984,41.875539,blue,Forest Park-bound,FALSE
30084,Clinton (O'Hare-bound),-87.640984,41.875539,blue,O'Hare-bound,FALSE
30093,Racine (Forest Pk-bound),-87.659458,41.87592,blue,Forest Park-bound,FALSE
30092,Racine (O'Hare-bound),-87.659458,41.87592,blue,O'Hare-bound,FALSE
30096,Grand/Milwaukee (Forest Pk-bound),-87.647578,41.891189,blue,Forest Park-bound,FALSE
30095,Grand/Milwaukee (O'Hare-bound),-87.647578,41.891189,blue,O'Hare-bound,FALSE
30108,Irving Park (O'Hare Branch) (Forest Pk-bound),-87.729229,41.952925,blue,Forest Park-bound,FALSE
30107,Irving Park (O'Hare Branch) (O'Hare-bound),-87.729229,41.952925,blue,O'Hare-bound,FALSE
30112,California/Milwaukee (Forest Pk-bound),-87.69689,41.921939,blue,Forest Park-bound,FALSE
30111,California/Milwaukee (O'Hare-bound),-87.69689,41.921939,blue,O'Hare-bound,FALSE
30116,Damen/Milwaukee (Forest Pk-bound),-87.677437,41.909744,blue,Forest Park-bound,FALSE
30115,Damen/Milwaukee (O'Hare-bound),-87.677437,41.909744,blue,O'Hare-bound,FALSE
30130,Western/Milwaukee (Forest Pk-bound),-87.687364,41.916157,blue,Forest Park-bound,FALSE
30129,Western/Milwaukee (O'Hare-bound),-87.687364,41.916157,blue,O'Hare-bound,FALSE
30146,Harlem (O'Hare Branch) (Forest Pk-bound),-87.8089,41.98227,blue,Forest Park-bound,FALSE
30145,Harlem (O'Hare Branch) (O'Hare-bound),-87.8089,41.98227,blue,O'Hare-bound,FALSE
30154,Monroe/Dearborn (Forest Pk-bound),-87.629378,41.880703,blue,Forest Park-bound,FALSE
30153,Monroe/Dearborn (O'Hare-bound),-87.629378,41.880703,blue,O'Hare-bound,FALSE
30158,Illinois Medical District (Forest Pk-bound),-87.673932,41.875706,blue,Forest Park-bound,FALSE
30157,Illinois Medical District (O'Hare-bound),-87.673932,41.875706,blue,O'Hare-bound,FALSE
30160,Rosemont (Forest Pk-bound),-87.859388,41.983507,blue,Forest Park-bound,FALSE
30159,Rosemont (O'Hare-bound),-87.859388,41.983507,blue,O'Hare-bound,FALSE
30172,O'Hare Airport (Forest Pk-bound),-87.90422307,41.97766526,blue,Forest Park-bound,FALSE
30171,O'Hare Airport (Terminal Arrival),-87.90422307,41.97766526,blue,O'Hare-bound,FALSE
30180,Pulaski (Forest Pk-bound),-87.725663,41.873797,blue,Forest Park-bound,FALSE
30179,Pulaski (O'Hare-bound),-87.725663,41.873797,blue,O'Hare-bound,FALSE
30188,Cicero (Forest Pk-bound),-87.745154,41.871574,blue,Forest Park-bound,FALSE
30187,Cicero (O'Hare-bound),-87.745154,41.871574,blue,O'Hare-bound,FALSE
30190,Harlem (Forest Pk-bound),-87.806961,41.87349,blue,Forest Park-bound,FALSE
30189,Harlem (O'Hare-bound),-87.806961,41.87349,blue,O'Hare-bound,FALSE
30198,Logan Square (Forest Pk-bound),-87.708541,41.929728,blue,Forest Park-bound,FALSE
30197,Logan Square (O'Hare-bound),-87.708541,41.929728,blue,O'Hare-bound,FALSE
30238,47th-Dan Ryan (95th-bound),-87.63094,41.810318,blue,Forest Park-bound,FALSE
30237,47th-Dan Ryan (Howard-bound),-87.63094,41.810318,blue,O'Hare-bound,FALSE
30246,43rd (63rd-bound),-87.619021,41.816462,blue,Forest Park-bound,FALSE
30245,43rd (Harlem-bound),-87.619021,41.816462,blue,O'Hare-bound,FALSE
30260,Montrose (Forest Pk-bound),-87.743574,41.961539,blue,Forest Park-bound,FALSE
30259,Montrose (O'Hare-bound),-87.743574,41.961539,blue,O'Hare-bound,FALSE
30262,LaSalle (Forest Pk-bound),-87.631722,41.875568,blue,Forest Park-bound,FALSE
30261,LaSalle (O'Hare-bound),-87.631722,41.875568,blue,O'Hare-bound,FALSE
30272,Chicago/Milwaukee (Forest Pk-bound),-87.655214,41.896075,blue,Forest Park-bound,FALSE
30271,Chicago/Milwaukee (O'Hare-bound),-87.655214,41.896075,blue,O'Hare-bound,FALSE
30007,Quincy/Wells (Inner Loop),-87.63374,41.878723,brown,Kimball-bound,FALSE
30008,Quincy/Wells (Outer Loop),-87.63374,41.878723,brown,Loop-bound,FALSE
30018,Damen (Kimball-bound),-87.678639,41.966286,brown,Kimball-bound,FALSE
30019,Damen (Loop-bound),-87.678639,41.966286,brown,Loop-bound,FALSE
30031,LaSalle/Van Buren (Inner Loop),-87.631739,41.8768,brown,West Bound,FALSE
30030,LaSalle/Van Buren (Outer Loop),-87.631739,41.8768,brown,East Bound,FALSE
30039,Randolph/Wabash (Inner Loop),-87.626149,41.884431,brown,Loop-bound,FALSE
30038,Randolph/Wabash (Outer Loop),-87.626149,41.884431,brown,Kimball-bound,FALSE
30050,State/Lake (Inner Loop),-87.627835,41.88574,brown,East Bound,FALSE
30051,State/Lake (Outer Loop),-87.627835,41.88574,brown,West Bound,FALSE
30070,Southport (Kimball-bound),-87.663619,41.943744,brown,Kimball-bound,FALSE
30071,Southport (Loop-bound),-87.663619,41.943744,brown,Loop-bound,FALSE
30074,Clark/Lake (Inner Loop),-87.630886,41.885737,brown,East Bound,FALSE
30075,Clark/Lake (Outer Loop),-87.630886,41.885737,brown,West Bound,FALSE
30090,Merchandise Mart (Kimball-Linden-bound),-87.633924,41.888969,brown,Kimball-bound,FALSE
30091,Merchandise Mart (Loop-bound),-87.633924,41.888969,brown,Loop-bound,FALSE
30103,Diversey (Kimball-Linden-bound),-87.653131,41.932732,brown,Kimball-bound,FALSE
30104,Diversey (Loop-bound),-87.653131,41.932732,brown,Loop-bound,FALSE
30124,Madison/Wabash (Inner Loop),-87.626098,41.882023,brown,Loop-bound,FALSE
30123,Madison/Wabash (Outer Loop),-87.626098,41.882023,brown,Kimball-bound,FALSE
30127,Armitage (Kimball-Linden-bound),-87.652644,41.918217,brown,Kimball-bound,FALSE
30128,Armitage (Loop-bound),-87.652644,41.918217,brown,Loop-bound,FALSE
30132,Adams/Wabash (Inner Loop),-87.626037,41.879507,brown,Loop-bound,FALSE
30131,Adams/Wabash (Outer Loop),-87.626037,41.879507,brown,Kimball-bound,FALSE
30137,Chicago/Franklin (Kimball-Linden-bound),-87.635924,41.89681,brown,Kimball-bound,FALSE
30138,Chicago/Franklin (Loop-bound),-87.635924,41.89681,brown,Loop-bound,FALSE
30141,Washington/Wells (Inner Loop),-87.63378,41.882695,brown,Kimball-bound,FALSE
30142,Washington/Wells (Outer Loop),-87.63378,41.882695,brown,Loop-bound,FALSE
30155,Sedgwick (Kimball-Linden-bound),-87.639302,41.910409,brown,Kimball-bound,FALSE
30156,Sedgwick (Loop-bound),-87.639302,41.910409,brown,Loop-bound,FALSE
30166,Library (Inner Loop),-87.628196,41.876862,brown,West Bound,FALSE
30165,Library (Outer Loop),-87.628196,41.876862,brown,East Bound,FALSE
30167,Francisco (Kimball-bound),-87.701644,41.966046,brown,Kimball-bound,FALSE
30168,Francisco (Loop-bound),-87.701644,41.966046,brown,Loop-bound,FALSE
30195,Rockwell (Kimball-bound),-87.6941,41.966115,brown,Kimball-bound,FALSE
30196,Rockwell (Loop-bound),-87.6941,41.966115,brown,Loop-bound,FALSE
30225,Kedzie (Kimball-bound),-87.708821,41.965996,brown,Kimball-bound,FALSE
30226,Kedzie (Loop-bound),-87.708821,41.965996,brown,Loop-bound,FALSE
30231,Wellington (Kimball-Linden-bound),-87.653266,41.936033,brown,Kimball-bound,FALSE
30232,Wellington (Loop-bound),-87.653266,41.936033,brown,Loop-bound,FALSE
30235,Fullerton (Kimball-Linden-bound),-87.652866,41.925051,brown,Kimball-bound,FALSE
30236,Fullerton (Loop-bound),-87.652866,41.925051,brown,Loop-bound,FALSE
30248,Jefferson Park (Forest Pk-bound),-87.760892,41.970634,brown,Loop-bound,FALSE
30247,Jefferson Park (O'Hare-bound),-87.760892,41.970634,brown,Kimball-bound,FALSE
30252,Loyola (95th-bound),-87.661061,42.001073,brown,Loop-bound,FALSE
30251,Loyola (Howard-bound),-87.661061,42.001073,brown,Kimball-bound,FALSE
30257,Belmont (Kimball-Linden-bound),-87.65338,41.939751,brown,Kimball-bound,FALSE
30258,Belmont (Loop-bound),-87.65338,41.939751,brown,Loop-bound,FALSE
30277,Addison (Kimball-bound),-87.674642,41.947028,brown,Kimball-bound,FALSE
30278,Addison (Loop-bound),-87.674642,41.947028,brown,Loop-bound,FALSE
30281,Irving Park (Kimball-bound),-87.674868,41.954521,brown,Kimball-bound,FALSE
30282,Irving Park (Loop-bound),-87.674868,41.954521,brown,Loop-bound,FALSE
30283,Western (Kimball-bound),-87.688502,41.966163,brown,Kimball-bound,FALSE
30284,Western (Loop-bound),-87.688502,41.966163,brown,Loop-bound,FALSE
30287,Montrose (Kimball-bound),-87.675047,41.961756,brown,Kimball-bound,FALSE
30288,Montrose (Loop-bound),-87.675047,41.961756,brown,Loop-bound,FALSE
30003,Harlem (63rd-bound),-87.803176,41.886848,green,Ashland/63rd- or Cottage Grove-bound,FALSE
